Teacher Name,Month,Attendance (%),Feedback from Students (1-5),Questions Answered,Research Papers,Average Class Duration (minutes),Average Student Attendance per Class (%),Resource Sharing (1-5),Quiz Frequency,After Quiz Feedback (1-5),RandomNumber
Teacher_223,4,93,3.5,134,5,64,78,3.9,1,4.5,50.06854414
Teacher_224,4,95,4.1,146,5,58,87,4.6,3,4.3,7.790343828
Teacher_225,4,95,3.9,109,3,70,78,4.4,2,3.6,91.54931199
Teacher_226,4,95,3.7,116,1,74,79,3.5,1,5,37.99990268
Teacher_227,4,96,3.6,126,1,57,81,4.9,3,4.6,13.86368074
Teacher_228,4,90,4.4,137,5,68,88,4.3,3,4.2,8.231148827
Teacher_229,4,85,4.3,92,2,71,79,4.8,3,4.4,77.30531396
Teacher_230,4,85,3.9,142,6,72,81,4.8,3,3.6,2.194581656
Teacher_231,4,86,4.2,125,3,65,77,4.2,4,4.2,22.95726508
Teacher_232,4,93,4.2,99,1,56,87,4.3,1,4.9,55.16924508
Teacher_233,4,86,3.8,94,5,50,84,4.1,1,4.8,58.23911734
Teacher_234,4,93,4.5,106,2,67,76,4.2,3,4,92.3279902
Teacher_235,4,93,4.7,102,2,73,86,4.8,3,4.3,72.20686376
Teacher_236,4,98,4.7,97,2,47,87,4.7,1,4.5,54.59417009
Teacher_237,4,89,4.4,115,6,59,75,3.7,1,4,12.31797141
Teacher_238,4,95,4.3,143,4,58,86,4.4,4,3.6,11.62001896
Teacher_239,4,91,3.6,88,6,54,80,5,3,4.3,67.44299794
Teacher_240,4,97,3.9,103,2,54,77,4.4,1,4.4,95.82868963
Teacher_241,4,99,3.6,142,5,52,88,4.7,3,3.5,3.652445494
Teacher_242,4,94,4.9,106,3,58,75,4.7,1,3.6,68.66979526
Teacher_243,4,99,3.7,132,6,58,84,4,4,3.8,79.80999503
Teacher_244,4,90,3.7,116,5,67,82,4.1,3,4,13.20691272
Teacher_245,4,89,4.8,103,2,49,89,4.6,4,4.3,80.6994419
Teacher_246,4,94,4.9,136,3,49,89,4.2,2,3.9,95.97044705
Teacher_247,4,96,4.6,114,1,52,86,4.4,4,3.9,60.57017503
Teacher_248,4,99,3.5,130,1,71,84,4.6,2,4.8,71.43862522
Teacher_249,4,87,3.5,105,5,65,80,4.7,1,3.7,88.9862374
Teacher_250,4,86,4.1,128,3,69,83,3.9,3,4.2,70.06021556
Teacher_251,4,95,3.7,130,5,47,86,3.7,1,4.9,87.19165311
Teacher_252,4,98,3.5,131,3,58,80,3.9,3,4.4,85.33065587
Teacher_253,4,93,4.2,92,3,67,85,4.3,4,4.6,26.50938583
Teacher_254,4,92,4.9,139,5,46,78,4,1,4.1,81.83617366
Teacher_255,4,86,4,118,3,64,79,4.4,2,3.5,99.21482135
Teacher_256,4,90,4.5,135,6,57,83,3.6,4,4.5,24.39851687
Teacher_257,4,98,4.5,126,2,54,81,4.3,1,4.4,90.85081754
Teacher_258,4,91,3.9,80,3,54,81,4.1,1,3.7,5.283131605
Teacher_259,4,98,4.5,127,6,62,87,4.3,4,4.2,43.88081361
Teacher_260,4,88,3.8,82,3,49,77,4.1,3,4.9,55.01190197
Teacher_261,4,86,3.7,96,6,57,89,3.9,2,3.8,76.59380426
Teacher_262,4,86,4.6,125,5,69,88,4.9,4,4.2,30.09522382
Teacher_263,4,96,3.7,130,1,54,81,3.8,1,4.2,35.10408373
Teacher_264,4,98,5,125,4,60,81,4.5,3,4.7,91.13039362
Teacher_265,4,86,3.8,106,3,70,86,4.9,2,4.7,10.6338752
Teacher_266,4,85,4.4,107,4,68,88,4.3,4,4.6,65.26940885
Teacher_267,4,93,4.1,95,3,56,78,4.8,4,4,29.71987965
Teacher_268,4,88,3.7,140,5,73,80,3.7,2,3.6,93.64094626
Teacher_269,4,99,3.5,98,5,53,84,4.2,2,4,6.612617453
Teacher_270,4,87,4.4,134,6,61,76,4.2,4,4.5,53.03930443
Teacher_271,4,93,4.7,131,3,70,85,3.5,4,4.6,62.01741303
Teacher_272,4,96,4.8,83,5,70,82,4.2,3,4.9,21.98249005
Teacher_273,4,88,4.2,80,5,64,87,4.1,3,4.2,77.05201888
Teacher_274,4,87,4.7,82,3,54,88,4.5,4,4.4,46.21066115
Teacher_275,4,91,4.5,144,6,56,80,4.9,2,4.3,33.88657641
Teacher_276,4,92,4.6,130,6,54,87,3.6,3,3.7,19.07287818
Teacher_277,4,89,4.2,120,6,73,83,4,1,4.2,76.6132984
Teacher_278,4,89,4.5,103,6,73,86,4.2,1,4.3,65.67755562
Teacher_279,4,88,4.7,83,1,59,83,4.2,4,4.9,32.85005002
Teacher_280,4,93,4.1,112,3,53,83,4.7,3,4,13.25547343
Teacher_281,4,96,4.7,130,1,63,78,4.2,4,5,51.06252021
Teacher_282,4,91,4.4,143,5,59,77,3.5,1,4.3,57.64305943
Teacher_283,4,93,3.7,130,1,73,82,4.6,2,3.9,13.00568628
Teacher_284,4,89,3.5,134,6,58,81,4.8,2,3.8,93.42962192
Teacher_285,4,96,4,143,5,52,83,4.3,1,3.7,41.46804368
Teacher_286,4,96,4.3,106,1,68,80,4.4,2,4.2,87.77079145
Teacher_287,4,88,4.8,138,1,60,75,3.7,1,3.5,88.15263248
Teacher_288,4,94,3.7,129,3,65,76,3.8,4,4.2,90.08111925
Teacher_289,4,86,4.7,101,1,46,81,3.9,4,5,12.77624702
Teacher_290,4,98,4.8,82,5,69,84,4.1,3,4.5,19.72580623
Teacher_291,4,98,3.7,146,6,62,85,4.9,2,4.6,1.094323339
Teacher_292,4,99,4.8,134,3,57,76,4.3,2,3.7,35.15169135
Teacher_293,4,91,5,120,1,55,86,3.8,1,4.2,19.58930018
Teacher_294,4,86,4.6,126,3,63,75,3.9,3,3.9,13.446931
Teacher_295,4,96,4.7,94,4,65,76,4.1,2,4.8,61.24302836
Teacher_296,4,91,5,94,3,62,77,4.4,2,3.8,82.91053777
Teacher_297,4,92,4.4,139,6,73,88,4.2,4,4.2,31.4435981
Teacher_298,4,93,4,80,4,53,89,4.1,3,4.4,84.9468892
Teacher_299,4,88,4.8,87,4,71,88,4.3,1,4.3,52.03225285
Teacher_300,4,89,4.4,130,3,57,76,3.9,4,4.7,27.11564094
Teacher_301,4,88,4.4,115,5,45,81,3.6,1,3.8,73.91577295
Teacher_302,4,89,3.9,122,6,54,83,3.5,4,4.1,91.85538892
Teacher_303,4,88,4.6,133,5,46,77,3.9,2,4.7,83.03698135
Teacher_304,4,88,3.6,89,6,48,85,3.6,1,4.3,3.694331402
Teacher_305,4,87,4.9,92,6,49,78,4,2,4.1,48.59403866
Teacher_306,4,89,4,134,5,71,80,4.7,3,3.5,42.24087623
Teacher_307,4,99,3.7,106,2,54,89,4.6,2,4.6,61.03392107
Teacher_308,4,85,4.2,96,4,57,82,4.4,3,5,73.05459346
Teacher_309,4,95,3.6,117,3,49,85,4.8,2,4.4,22.03903756
Teacher_310,4,95,4.5,122,5,54,78,3.9,1,4.8,43.6918116
Teacher_311,4,87,4.9,86,5,51,76,4.8,2,4.3,45.12601397
Teacher_312,4,94,4.8,97,3,74,77,4.1,4,3.8,66.29162266
Teacher_313,4,92,3.7,101,4,48,81,4.1,4,3.5,54.92648518
Teacher_314,4,88,3.7,106,3,45,77,4.1,1,4.5,47.15241752
Teacher_315,4,91,4.7,123,6,60,82,3.6,3,4.2,52.31403597
Teacher_316,4,90,4.9,128,2,66,78,5,2,4.7,5.524955708
Teacher_317,4,89,4.2,119,6,69,84,3.7,4,4.5,56.87081615
Teacher_318,4,88,4.2,89,2,53,86,4,3,5,62.3767162
Teacher_319,4,94,4,81,3,66,88,4,1,4.3,15.28921753
Teacher_320,4,93,4.8,147,6,74,85,3.6,3,4.1,60.74629232
Teacher_321,4,93,4.5,122,4,54,77,3.7,2,3.9,9.730571
Teacher_322,4,95,3.9,142,6,72,84,3.6,1,4.2,34.46405061
Teacher_323,4,94,3.9,120,5,74,80,3.9,4,4.8,14.93978899
Teacher_324,4,90,4.8,131,2,50,76,4.8,1,3.6,32.64156451
Teacher_325,4,85,3.5,110,2,60,83,4,4,5,98.19300137
Teacher_326,4,92,4,149,4,45,75,3.7,4,5,89.9517329
Teacher_327,4,96,4.3,105,2,68,76,4.5,4,4.4,36.26806169
Teacher_328,4,94,3.7,142,2,51,84,5,4,4,23.21681304
Teacher_329,4,89,3.6,126,4,67,77,3.8,1,3.8,11.13051614
Teacher_330,4,89,4.7,145,6,46,77,3.9,3,3.9,87.577763
Teacher_331,4,88,4.8,115,3,58,76,5,2,3.6,43.01080492
Teacher_332,4,90,4.7,144,6,50,78,3.8,3,4.2,80.08112299
Teacher_333,4,90,4.8,122,5,55,76,4.3,1,3.6,87.94866922
Teacher_334,4,91,4.3,102,5,69,87,3.9,1,4.6,33.34847925
Teacher_335,4,91,4.7,84,2,53,79,4.9,1,4.1,56.23265582
Teacher_336,4,98,4.1,130,5,56,78,5,4,3.8,0.861811542
Teacher_337,4,96,4.5,129,3,71,80,4.7,2,4.3,82.79664774
Teacher_338,4,90,5,132,2,52,76,4,1,5,87.60073168
Teacher_339,4,89,3.8,97,5,68,80,4.1,4,4.5,46.30668825
Teacher_340,4,90,4.1,143,1,57,82,3.9,4,4.2,23.06236423
Teacher_341,4,86,4.2,129,1,56,89,4.8,2,4.7,91.01799124
Teacher_342,4,85,3.7,143,1,57,84,4.9,1,4.6,37.14623824
Teacher_343,4,99,3.6,105,1,71,83,4.1,2,4.8,86.56591172
Teacher_344,4,91,4.7,104,6,56,76,4.5,4,3.8,4.113369746
Teacher_345,4,91,5,135,1,53,76,3.7,4,4.8,51.78645389
Teacher_346,4,87,4.1,142,2,58,85,4.2,4,4,54.91347296
Teacher_347,4,94,3.6,119,4,49,88,4.4,2,4.9,0.86195596
Teacher_348,4,96,3.6,118,6,69,86,4.1,4,3.9,22.38667038
Teacher_349,4,87,4.8,86,4,74,75,4,3,4.9,9.424995165
Teacher_350,4,93,4.2,148,2,55,79,3.5,3,4.9,73.0570741
Teacher_351,4,98,4,84,2,60,83,4.7,4,3.7,5.170726143
Teacher_352,4,93,4.2,97,3,71,77,4.8,3,5,56.57842742
Teacher_353,4,98,4,100,6,48,77,5,3,3.6,36.68888919
Teacher_354,4,97,4.2,127,4,69,89,4.6,1,3.8,12.0547949
Teacher_355,4,91,4.8,91,1,55,78,4.3,3,4.2,43.08951453
Teacher_356,4,88,4.4,85,2,45,83,3.9,3,5,90.58194927
Teacher_357,4,91,4.5,121,1,46,84,5,4,4.2,55.6829122
Teacher_358,4,92,4,143,4,45,83,4.4,1,4.3,30.33247743
Teacher_359,4,86,4.6,142,6,61,77,4.5,4,4.5,64.76395027
Teacher_360,4,93,4.5,97,5,57,85,4.5,3,5,30.90457435
Teacher_361,4,97,3.7,82,5,57,85,4.8,1,4.7,25.22542918
Teacher_362,4,94,4.4,90,2,66,87,3.5,4,3.8,34.55024792
Teacher_363,4,92,3.9,140,3,45,88,3.8,4,4,41.38841502
Teacher_364,4,91,4.7,135,1,59,86,4.5,1,3.6,26.47806452
Teacher_365,4,96,4.1,138,2,49,80,4.8,2,4.5,61.08898639
Teacher_366,4,94,5,143,3,60,76,4.5,2,3.8,27.45714061
Teacher_367,4,99,3.6,115,1,53,79,4.1,2,3.9,58.22544055
Teacher_368,4,88,4.7,130,4,48,89,4,2,4.8,40.28109809
Teacher_369,4,87,4.5,135,5,58,87,4.6,2,4,23.68375403
Teacher_370,4,97,4.7,116,3,58,78,4.6,1,4.3,66.79751476
Teacher_371,4,90,4,122,1,72,88,4.4,3,4.1,21.00840423
Teacher_372,4,98,4.2,99,2,65,89,3.9,1,3.6,89.2538611
Teacher_373,4,85,4.7,94,1,65,82,4.9,3,4,96.0752135
Teacher_374,4,86,3.8,142,2,71,89,4.3,4,4.1,65.90548896
Teacher_375,4,86,3.8,81,5,73,83,4.7,2,4.8,87.61136185
Teacher_376,4,95,4.3,142,5,45,79,3.8,4,4,3.027009186
Teacher_377,4,91,4.3,124,1,66,86,4,3,4.1,82.39875267
Teacher_378,4,86,3.9,105,1,60,86,4.8,4,4.7,81.83989052
Teacher_379,4,89,3.9,80,2,74,80,3.6,2,4.6,60.68036692
Teacher_380,4,86,3.9,139,2,70,82,4.3,4,4.7,5.676771414
Teacher_381,4,98,4.7,117,3,72,79,4.2,3,4.9,58.0848117
Teacher_382,4,98,4.5,80,3,71,87,4.6,1,4.7,34.62764202
Teacher_383,4,88,4.7,95,3,74,81,3.9,2,4.1,42.42948488
Teacher_384,4,97,5,108,1,73,78,3.8,1,4.7,44.61314323
Teacher_385,4,95,4.2,86,6,60,83,4.9,3,4.3,8.245096199
Teacher_386,4,99,3.6,94,6,48,82,4.4,4,3.9,86.69955089
Teacher_387,4,97,3.6,91,6,74,78,3.7,3,4,96.47664676
Teacher_388,4,86,3.9,112,6,55,85,3.8,2,3.8,37.17821706
Teacher_389,4,89,4.9,103,3,65,82,5,1,3.7,43.97438192
Teacher_390,4,97,4.3,114,1,52,82,3.8,4,3.8,8.103808193
Teacher_391,4,88,3.9,126,6,62,83,4.4,3,3.6,57.46056355
Teacher_392,4,88,4.1,126,5,66,75,4.1,3,4.8,5.348720274
Teacher_393,4,99,4.4,126,4,46,86,4.8,2,4.9,49.04453029
Teacher_394,4,96,4.5,142,5,47,87,4.6,2,4.4,86.58917651
Teacher_395,4,88,3.7,84,1,70,82,4.4,2,4.8,9.148632523
Teacher_396,4,89,5,99,1,52,80,3.5,3,3.8,24.29230916
Teacher_397,4,87,4.3,99,4,57,80,4.8,2,4.9,7.51311604
Teacher_398,4,98,3.7,140,2,55,78,4.2,3,4.3,44.07460895
Teacher_399,4,98,4.8,120,2,63,76,4.9,3,3.6,82.87542652
Teacher_400,4,92,3.6,89,2,45,78,4.2,1,3.7,58.33152088
Teacher_401,4,93,4.9,142,3,50,85,4.5,1,4,13.76912887
Teacher_402,4,98,5,126,2,73,85,3.6,2,3.6,24.08274173
Teacher_403,4,85,4.6,94,3,64,76,4.6,3,4,29.25436818
Teacher_404,4,99,4.7,134,3,45,85,4,2,3.6,40.54982588
Teacher_405,4,95,4,105,2,51,84,4,2,3.9,67.66836835
Teacher_406,4,89,4.9,138,2,62,86,3.7,1,3.9,70.74242817
Teacher_407,4,94,4.3,85,4,65,77,3.7,2,5,17.89932724
Teacher_408,4,88,4.6,125,6,64,89,3.8,3,3.9,0.027074677
Teacher_409,4,86,4.9,117,4,72,88,4,1,3.9,55.87301416
Teacher_410,4,96,5,101,3,61,75,4.8,1,4.5,37.6681284
Teacher_411,4,85,4.7,124,4,45,81,4.1,3,4.8,57.63839533
Teacher_412,4,95,4,143,3,47,78,4.6,1,4.1,42.37189224
Teacher_413,4,99,4.9,140,1,72,81,3.6,3,4.8,70.47270116
Teacher_414,4,91,4.4,106,3,66,81,4.4,4,4,44.95827834
Teacher_415,4,89,4.9,147,3,59,89,4.2,2,3.8,8.451632726
Teacher_416,4,93,4.5,129,4,57,82,5,2,4,28.26395364
Teacher_417,4,90,4,127,6,57,85,4.8,1,4.4,39.52700506
Teacher_418,4,91,4.1,133,1,48,77,4.2,1,4.1,22.1757439
Teacher_419,4,95,4.3,95,5,55,87,4.7,1,4.5,74.90457403
Teacher_420,4,92,4.7,103,5,53,81,3.8,1,3.9,28.46912167
Teacher_421,4,92,4,139,6,64,88,4.3,4,4.6,34.60897216
Teacher_422,4,90,4.4,147,5,69,81,3.6,2,4,35.09615578
Teacher_423,4,92,4,149,1,63,84,4,2,4.2,57.35822445
Teacher_424,4,85,4.7,98,2,69,85,3.8,3,4.3,95.94922218
Teacher_425,4,90,4.2,89,1,51,78,4.6,2,4.5,52.78466588
Teacher_426,4,90,3.6,125,4,70,84,4.2,1,3.9,6.490245679
Teacher_427,4,93,3.7,103,3,45,78,4.6,1,4.8,29.00037605
Teacher_428,4,97,3.6,126,3,58,89,4.3,2,4.6,49.48893003
Teacher_429,4,92,4.2,144,4,62,85,3.6,1,3.9,53.5808433
Teacher_430,4,96,3.7,130,4,47,79,4.6,1,5,40.59717326
Teacher_431,4,89,3.7,141,3,67,88,4.7,3,4.5,75.54992409
Teacher_432,4,96,4.9,106,6,66,75,4.9,4,4.2,31.75319779
Teacher_433,4,89,4.8,98,2,63,77,4.4,1,3.7,79.5188311
Teacher_434,4,88,4.2,133,2,56,86,4.6,3,4.3,69.30248785
Teacher_435,4,85,5,149,2,74,83,4.6,1,3.7,33.85202484
Teacher_436,4,95,3.5,85,4,63,78,3.7,1,4.1,64.81288079
Teacher_437,4,98,4.4,139,3,51,89,3.7,2,4.1,89.75921214
Teacher_438,4,92,4.4,138,6,55,85,3.6,3,4.6,87.62599315
Teacher_439,4,96,4.2,148,3,56,81,4,2,3.8,37.48919348
Teacher_440,4,96,4.1,127,3,53,84,4.2,1,4.7,16.41230401
Teacher_441,4,90,4.2,136,6,68,83,5,2,4,19.77138639
Teacher_442,4,86,4.1,105,1,59,78,4.1,1,4.2,8.243831526
Teacher_443,4,95,4.6,121,6,61,88,4.6,3,4.7,5.021013426
Teacher_444,4,89,3.7,95,1,59,82,4.5,3,4.4,17.46289819
Teacher_445,4,96,3.8,108,5,53,87,3.8,4,4,20.39890746
Teacher_446,4,96,3.8,82,1,48,87,3.6,3,4.1,18.58520582
Teacher_447,4,85,3.9,137,2,48,88,4.3,4,4,28.00182352
Teacher_448,4,85,4.3,103,2,70,76,4.6,2,4.4,32.04293305
Teacher_449,4,95,3.7,105,6,67,77,5,2,4,34.95909044
Teacher_450,4,94,4.8,89,2,60,89,4,4,4.6,60.11384177
Teacher_451,4,97,3.9,142,2,59,84,4.8,3,4.4,99.42665886
Teacher_452,4,87,3.7,127,5,68,87,4.1,4,3.7,75.29399541
Teacher_453,4,98,4.5,109,2,55,78,4.5,3,4,3.263019698
Teacher_454,4,87,3.6,136,4,67,81,4.4,4,3.8,97.94230912
Teacher_455,4,85,4.4,92,4,63,82,3.6,1,4.1,21.24303911
Teacher_456,4,92,4.5,95,4,49,80,3.6,2,4.3,16.11853528
Teacher_457,4,97,3.8,83,1,47,87,3.5,4,4.3,97.7211163
Teacher_458,4,90,3.6,141,6,47,76,4.1,4,4.6,7.023109793
Teacher_459,4,87,4,127,6,45,86,4.6,1,3.8,45.51263515
Teacher_460,4,89,3.6,118,3,69,84,3.8,2,4.9,32.3960428
Teacher_461,4,93,3.7,144,5,65,87,4.4,3,4,78.7623983
Teacher_462,4,92,3.9,123,4,69,79,3.9,1,4,42.46203399
Teacher_463,4,85,3.9,108,4,73,77,4.7,4,4.5,62.66055527
Teacher_464,4,89,4.3,119,2,51,88,4.7,3,4.7,45.31110425
Teacher_465,4,86,4.5,129,4,69,85,4.7,3,4.1,12.01117323
Teacher_466,4,98,4.4,94,2,60,88,4.3,4,4.6,10.1293833
Teacher_467,4,88,3.7,89,2,71,80,3.9,1,4.8,33.65835206
Teacher_468,4,87,3.8,101,3,73,84,4.7,4,4.7,65.71322691
Teacher_469,4,98,4.8,88,1,49,82,3.8,1,3.6,47.51167205
Teacher_470,4,90,4.3,118,2,68,84,3.9,4,4.7,36.02943184
Teacher_471,4,97,4.8,118,2,49,85,3.8,3,4.7,66.08749475
Teacher_472,4,96,4.1,124,6,55,75,4.5,1,4.5,28.91727427
Teacher_473,4,91,4.4,129,3,60,76,4.5,1,4.6,8.018888131
Teacher_474,4,96,4.3,108,2,74,83,4.5,1,5,35.18541001
Teacher_475,4,96,4,146,5,65,84,4.1,1,4.1,11.63699675
Teacher_476,4,89,4.2,105,1,61,89,3.7,2,3.6,77.27660551
Teacher_477,4,99,4.3,99,5,55,83,4.9,3,4.2,34.94182447
Teacher_478,4,99,3.8,129,4,66,81,4.3,4,3.6,29.18259907
Teacher_479,4,94,4,90,1,55,86,4.1,4,3.9,0.685357322
Teacher_480,4,85,4.7,129,4,46,80,4.4,4,4.4,50.503222
Teacher_481,4,94,4.9,136,6,74,79,3.8,3,4,44.08373773
Teacher_482,4,95,4,97,2,68,75,3.7,3,4.5,40.37732392
Teacher_483,4,86,4,81,3,66,75,4.1,3,4.7,6.600516495
Teacher_484,4,88,3.8,91,5,70,78,3.8,3,4.1,28.76563916
Teacher_485,4,99,4.5,136,4,50,79,3.9,3,4.9,10.23007269
Teacher_486,4,97,4,115,2,52,86,4.8,2,3.6,66.6284797
Teacher_487,4,94,5,117,5,62,76,4.3,1,4.8,97.13884107
Teacher_488,4,90,4,92,5,69,83,4.2,4,4.7,23.260138
Teacher_489,4,97,4.1,98,6,64,86,4.5,2,4,21.67323346
Teacher_490,4,94,4.4,84,6,69,76,4.9,3,3.9,47.84224461
Teacher_491,4,99,4.7,139,4,60,77,3.7,3,4,6.896456564
Teacher_492,4,98,4.2,149,2,59,78,4.8,2,4.7,72.85044803
Teacher_493,4,88,4.1,117,3,73,83,4.4,4,4.7,1.140334261
Teacher_494,4,95,5,130,4,52,89,3.7,1,4,25.47379611
Teacher_495,4,91,3.5,107,5,56,87,3.9,3,4.4,15.85259078
Teacher_496,4,86,4.8,111,5,70,87,4.2,1,3.7,57.70690924
Teacher_497,4,95,3.7,101,1,57,80,4.5,4,4.2,26.34602404
Teacher_498,4,88,4.7,127,2,49,81,3.9,1,5,31.88008279
Teacher_499,4,87,4.4,111,1,47,78,4.3,3,3.7,80.1538768
Teacher_500,4,94,4,81,6,48,76,4.5,4,4.9,57.46137378
Teacher_501,4,89,4.8,85,3,54,87,4.2,3,4.7,61.40000766
Teacher_502,4,99,3.5,81,4,70,86,4.8,1,5,31.88883527
Teacher_503,4,94,3.8,118,5,55,84,4.8,4,3.8,7.890456833
Teacher_504,4,97,4.4,121,2,51,85,4.2,1,3.8,60.05505924
Teacher_505,4,87,4,115,5,58,76,5,4,3.5,82.09994041
Teacher_506,4,88,4.4,138,6,69,81,3.6,2,4.6,64.43862602
Teacher_507,4,86,3.5,139,1,57,78,3.5,2,4.5,17.13567691
Teacher_508,4,94,3.7,117,1,46,79,4.1,4,3.8,99.29491222
Teacher_509,4,91,3.7,130,4,52,75,4.4,1,4.7,32.9225624
Teacher_510,4,95,3.8,134,2,46,83,4.4,3,3.9,28.49353457
Teacher_511,4,94,4.2,116,6,66,81,4.2,1,3.7,28.64429157
Teacher_512,4,97,4.6,104,2,48,86,3.7,1,4.1,21.03376111
Teacher_513,4,94,4.9,131,4,63,86,3.8,1,3.6,37.95608675
Teacher_514,4,95,4.8,141,6,73,81,4.8,3,3.9,84.30039142
Teacher_515,4,90,3.8,94,6,71,81,4.8,1,4.1,67.74256526
Teacher_516,4,87,4.2,135,1,58,87,4.5,2,4.8,82.93029634
Teacher_517,4,87,3.8,136,1,69,87,4.5,4,4.7,69.91572026
Teacher_518,4,90,3.9,99,1,45,80,4.4,3,4.2,68.08807981
Teacher_519,4,86,4.3,132,5,74,77,3.8,4,4.6,56.72206441
Teacher_520,4,87,3.6,101,3,67,84,4.1,4,4.4,10.63156909
Teacher_521,4,95,3.8,94,1,50,82,4.5,1,4,99.34912175
Teacher_522,4,99,4.9,126,3,49,77,4.3,1,4.6,76.22696865
Teacher_523,4,89,4.2,98,3,72,77,3.5,1,4.5,95.71375294
Teacher_524,4,95,4.2,117,2,72,88,4.9,3,4.4,21.83309143
Teacher_525,4,87,3.5,87,4,68,75,4.8,2,4.4,21.1792727
Teacher_526,4,97,3.9,124,5,67,75,3.9,3,4.5,80.13613875
Teacher_527,4,98,4.8,85,3,60,78,4.4,2,4.1,36.49664666
Teacher_528,4,87,3.7,88,5,66,87,4.9,2,4.8,50.03261006
Teacher_529,4,87,4.1,142,2,63,75,3.6,4,3.7,30.72216306
Teacher_530,4,88,3.5,80,1,51,85,4.3,4,4.8,85.95643775
Teacher_531,4,92,4.2,110,6,62,76,4.2,3,4,58.72759308
Teacher_532,4,90,3.5,90,3,52,84,4.1,1,3.7,92.42873288
Teacher_533,4,93,4.7,88,4,64,85,4.8,2,4.4,80.80115205
Teacher_534,4,86,4.7,128,6,48,81,4.1,4,4.1,81.65399082
Teacher_535,4,97,4.7,129,2,53,85,3.6,1,4.7,65.33496294
Teacher_536,4,97,3.9,93,5,46,75,3.6,1,4.1,41.98007024
Teacher_537,4,96,4.8,119,1,45,77,3.6,4,4.5,53.17550571
Teacher_538,4,99,4.3,136,5,64,83,4.1,3,4,90.67335193
Teacher_539,4,97,4.1,145,4,59,87,4.6,4,3.8,73.70967088
Teacher_540,4,91,4.4,114,3,68,75,3.8,3,4.1,13.90970054
Teacher_541,4,89,3.5,136,4,74,87,4.5,2,4.4,80.979949
Teacher_542,4,95,3.7,103,5,66,79,4.5,3,4.5,8.94821213
Teacher_543,4,89,4.6,132,5,48,86,3.9,3,4.4,32.79744678
Teacher_544,4,91,3.9,93,6,49,84,4.4,3,5,10.67077478
Teacher_545,4,98,4.4,135,4,65,77,4.5,3,4.5,17.59137237
Teacher_546,4,90,4.1,133,4,72,85,4.2,3,4.9,17.86224042
Teacher_547,4,89,4.8,112,4,67,78,4,1,3.7,39.08335034
Teacher_548,4,90,4.9,106,1,73,84,4.4,4,3.6,30.9668731
Teacher_549,4,98,4.8,92,5,69,83,5,1,4,48.66656896
Teacher_550,4,93,3.9,147,2,56,77,4.1,4,3.7,17.54352363
Teacher_551,4,99,3.8,142,1,72,89,4.1,4,4.3,4.007074623
Teacher_552,4,85,4.2,119,1,54,87,4.2,1,4.3,88.31751783
Teacher_553,4,86,3.5,117,1,55,81,3.6,3,4.4,45.05565671
Teacher_554,4,89,3.5,116,6,63,76,4.3,1,4.6,21.27116597
Teacher_555,4,92,4.3,98,2,61,82,4,4,5,51.33455844
Teacher_556,4,88,4.3,117,4,62,76,3.7,2,4.8,60.22358487
Teacher_557,4,91,5,87,6,49,76,4.2,2,3.7,43.78360407
Teacher_558,4,92,3.8,81,5,50,84,3.5,3,4,33.5472732
Teacher_559,4,99,3.9,137,3,47,84,4.1,4,3.9,37.19490536
Teacher_560,4,86,3.7,129,6,51,86,3.7,2,3.8,54.21932479
Teacher_561,4,97,4.9,88,3,47,89,3.5,4,4.3,8.084899224
Teacher_562,4,96,4.7,94,5,45,84,4.7,2,4.3,25.722864
Teacher_563,4,95,4.7,106,2,45,79,4.9,3,3.8,34.16188985
Teacher_564,4,93,4.9,101,3,60,81,3.8,4,4.6,88.3378584
Teacher_565,4,95,4.3,103,1,49,84,4.3,3,4.6,34.18214371
Teacher_566,4,90,4.2,142,6,48,86,3.9,4,3.5,2.007029561
Teacher_567,4,87,4,97,3,50,76,4.2,1,4.1,33.98704822
Teacher_568,4,88,4.4,115,5,66,83,4.2,2,4.8,26.43783329
Teacher_569,4,88,4.2,126,1,73,89,3.9,3,4.3,66.38019167
Teacher_570,4,88,4.2,113,3,47,84,4.6,4,4,90.0011612
Teacher_571,4,91,4.9,136,5,65,88,3.7,1,3.9,56.03078035
Teacher_572,4,96,5,149,2,61,75,3.6,1,3.9,75.5395895
Teacher_573,4,86,4.7,98,5,58,82,4.7,2,3.6,62.96081001
Teacher_574,4,92,4.6,105,2,70,76,4.5,2,4.7,91.11939271
Teacher_575,4,98,4.5,99,1,71,81,4.2,1,3.6,57.24712843
Teacher_576,4,93,3.7,138,5,59,80,4.2,4,3.9,30.01899964
Teacher_577,4,96,3.6,133,4,45,76,4.2,4,3.6,37.3431504
Teacher_578,4,85,4.5,91,6,57,81,4.2,1,4.7,32.34250349
Teacher_579,4,89,4.6,134,4,63,88,4.1,1,3.6,67.51063589
Teacher_580,4,89,3.6,120,4,60,88,4.2,2,4,48.44993938
Teacher_581,4,92,4.9,95,4,70,78,4.3,3,4.4,78.42090189
Teacher_582,4,85,3.6,86,6,74,78,4.5,4,4.1,70.66498958
Teacher_583,4,98,3.9,84,4,57,77,4.6,1,3.9,8.101556974
Teacher_584,4,86,4.5,96,2,48,79,4.1,1,3.9,40.5762338
